num,name,price,type,star,sold,from,img_src,url
74,กระเทียมดอง คีโต ไม่ใส่วัตถุกันเสีย ไม่มีน้ำตาล เกรดส่งออก (1ขวดx200กรัม) keto friendly ส่งเฮง ทำน้ำยำ น้ำจิ้มสุกี้-036,฿59,ร้านแนะนำ,4.9167,165.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/4b6576af5a08cd4ce4fe2282fd5e0756_tn,https://shopee.co.th//กระเทียมดอง-คีโต-ไม่ใส่วัตถุกันเสีย-ไม่มีน้ำตาล-เกรดส่งออก-(1ขวดx200กรัม)-keto-friendly-ส่งเฮง-ทำน้ำยำ-น้ำจิ้มสุกี้-036-i.262568171.7572220690
75,กระเทียมโทนดองน้ำผึ้ง (220 กรัม),฿109,general,5.0,27.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/46732e4c17b6817d579ecdafbf6c9b08_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้ง-(220-กรัม)-i.264961127.3637433622
76,กระเทียมดอง สุทธิ 900 กรัม,฿100,ร้านแนะนำ,4.0,1.0,จังหวัดพิษณุโลก,https://cf.shopee.co.th/file/14a41140a2a2d728e32b905f295630b2_tn,https://shopee.co.th//กระเทียมดอง-สุทธิ-900-กรัม-i.55131486.2280741851
77,"กระเทียมดองถ้วย ตราราชารส  (2ถ้วย, 6ถ้วย,12ถ้วย)",฿16 - ฿80,general,5.0,11.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/2f1ad8aa4bb314b9a128caf442524000_tn,https://shopee.co.th//กระเทียมดองถ้วย-ตราราชารส-(2ถ้วย-6ถ้วย-12ถ้วย)-i.36913899.6634666645
78,งาช้างคู่เล้งเฮง กระเทียมดอง 800 กรัม TWIN TUSK Leng Heng 900 g.,฿100,ร้านแนะนำ,3.6667,9.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/f8adb412827a6751f95e3e0445d9ea3b_tn,https://shopee.co.th//งาช้างคู่เล้งเฮง-กระเทียมดอง-800-กรัม-TWIN-TUSK-Leng-Heng-900-g.-i.153692679.6779299181
79,ผักดองยายดา กระเทียมโทน รสชาติอร่อย สดใหม่,฿150,general,4.7403,142.0,จังหวัดนครปฐม,https://cf.shopee.co.th/file/893a0116da72eec70418e20170af90a0_tn,https://shopee.co.th//ผักดองยายดา-กระเทียมโทน-รสชาติอร่อย-สดใหม่-i.361164476.9205870568
80,กระเทียมดอง 🔥 340g 🔥 แม่จินต์,฿65,general,0.0,no sold,จังหวัดภูเก็ต,https://cf.shopee.co.th/file/3aa1f4c89f99e3f15ab447ed68fe55d1_tn,https://shopee.co.th//กระเทียมดอง-🔥-340g-🔥-แม่จินต์-i.104847622.11801540938
81,น้ำกระเทียมดอง ราชารส แพ็คคู่(2ขวด),฿22,general,5.0,17.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/02e1398a5dc95e1ef27c1e9266b81b9b_tn,https://shopee.co.th//น้ำกระเทียมดอง-ราชารส-แพ็คคู่(2ขวด)-i.36913899.5634562760
82,กระเทียมดอง  (หอมซอสปรุงรสพร้อมทานจากเกาหลี),฿45,general,5.0,15.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/062158b51e0c149c6609640a156d8f79_tn,https://shopee.co.th//กระเทียมดอง-(หอมซอสปรุงรสพร้อมทานจากเกาหลี)-i.114952263.3221461985
83,กระเทียมดอง เกรดพรีเมียมส่งออก (1ขวดx200กรัม) ส่งเฮง ทำน้ำยำ น้ำจิ้มสุกี้ น้ำจิ้มซีฟู้ด ไข่เจียวกระเทียมดอง Songheng-017,฿35,ร้านแนะนำ,4.875,58.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/8eadfbb0cb7007f46d6e6a6ae5bb64f8_tn,https://shopee.co.th//กระเทียมดอง-เกรดพรีเมียมส่งออก-(1ขวดx200กรัม)-ส่งเฮง-ทำน้ำยำ-น้ำจิ้มสุกี้-น้ำจิ้มซีฟู้ด-ไข่เจียวกระเทียมดอง-Songheng-017-i.262568171.7341967245
84,กระเทียมโทนดอง(น้ำผึ้ง-โสม-ดองธรรมชาติ),฿35 - ฿100,general,0.0,no sold,จังหวัดลำปาง,https://cf.shopee.co.th/file/67f9340572a775321e519b4219b6e357_tn,https://shopee.co.th//กระเทียมโทนดอง(น้ำผึ้ง-โสม-ดองธรรมชาติ)-i.34742613.9250732166
85,[GL]กระเทียมโทนดองสามรสขวด 900 กรัม (น้ำหนักเนื้อ 500 กรัม),฿220,ร้านแนะนำ,5.0,16.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/c20c82ba43708d436124b5f03e46eb95_tn,https://shopee.co.th//-GL-กระเทียมโทนดองสามรสขวด-900-กรัม-(น้ำหนักเนื้อ-500-กรัม)-i.54833404.2846585138
86,กระเทียมโทนดองน้ำผึ้ง ขวดใหญ่ ขายส่ง จากผูผลิตโดยตรง,฿55 - ฿98,general,4.5,35.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/cbe50533a6a366cb5c3e439c82f183de_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้ง-ขวดใหญ่-ขายส่ง-จากผูผลิตโดยตรง-i.46293353.9916289338
87,โปรสุดคุ้ม:กระเทียมดองเกรดพรีเมียม ส่งออก (3ขวดx200ก.) ส่งเฮง ทำน้ำยำน้ำจิ้มสุกี้-ซีฟู้ดไข่เจียวกระเทียมดอง Songheng-018,฿89,ร้านแนะนำ,4.8636,34.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/09f3633fbbf98b896bb92b2df7afb98f_tn,https://shopee.co.th//โปรสุดคุ้ม-กระเทียมดองเกรดพรีเมียม-ส่งออก-(3ขวดx200ก.)-ส่งเฮง-ทำน้ำยำน้ำจิ้มสุกี้-ซีฟู้ดไข่เจียวกระเทียมดอง-Songheng-018-i.262568171.6141967779
88,กระเทียมโทนดองน้ำผึ้ง-สามรส🧄นพรัตน์ อร่อย มีประโยชน์💯ของใหม่ 400g,฿90,general,5.0,7.0,จังหวัดนครราชสีมา,https://cf.shopee.co.th/file/d0d78c6dcde3f8dc76b473493a668fab_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้ง-สามรส🧄นพรัตน์-อร่อย-มีประโยชน์💯ของใหม่-400g-i.64367419.4452421565
89,กระเทียมโทนดองน้ำผึ้ง,฿70 - ฿180,general,4.3333,11.0,จังหวัดชลบุรี,https://cf.shopee.co.th/file/43ea95eb2d54dfbadf88e14fc1c15b50_tn,https://shopee.co.th//กระเทียมโทนดองน้ำผึ้ง-i.27972271.9319444957
90,กระเทียมดอง สะอาด รับประกันคุณภาพ,฿40 - ฿150,ร้านแนะนำ,4.5714,19.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/332d81708384755440cf4e2bd36f53de_tn,https://shopee.co.th//กระเทียมดอง-สะอาด-รับประกันคุณภาพ-i.20592.4849779756
91,โปรสุดคุ้ม:กระเทียมดอง คีโต ไม่ใส่วัตถุกันเสีย ไม่มีน้ำตาล เกรดส่งออก (3ขวดx200กรัม) keto friendly ส่งเฮง ทำน้ำยำ-040,฿165,ร้านแนะนำ,5.0,8.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/baf1a828738bf985b68bedf58954f310_tn,https://shopee.co.th//โปรสุดคุ้ม-กระเทียมดอง-คีโต-ไม่ใส่วัตถุกันเสีย-ไม่มีน้ำตาล-เกรดส่งออก-(3ขวดx200กรัม)-keto-friendly-ส่งเฮง-ทำน้ำยำ-040-i.262568171.8314795193
92,หลักเกียวดอง กระเทียมดองยูนนาน 500 กรัม,฿79,general,5.0,17.0,จังหวัดเชียงราย,https://cf.shopee.co.th/file/ee03fb405dddcacb48e07f1ca1df9a0d_tn,https://shopee.co.th//หลักเกียวดอง-กระเทียมดองยูนนาน-500-กรัม-i.413053426.8346782808
93,กระเทียมดอง แม่จินต์ ขนาดเล็ก,฿49,general,5.0,12.0,จังหวัดลำปาง,https://cf.shopee.co.th/file/97ad784a4c08215f5a2eabd53acaa7c3_tn,https://shopee.co.th//กระเทียมดอง-แม่จินต์-ขนาดเล็ก-i.242679790.6031357659
94,🔥 แม่จินต์ กระเทียมโทนดอง 280 กรัม Maejin💥✨,฿65,general,5.0,10.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/8552370543e745dfa87e08e00b8e6e3f_tn,https://shopee.co.th//🔥-แม่จินต์-กระเทียมโทนดอง-280-กรัม-Maejin💥✨-i.263753642.5442089556
95,200gram/กระเทียมดองมาจากเกาหลี/마늘장아찌,฿150,general,4.4444,35.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/c10d34f6f2ebf1e64ab58a7805a7628b_tn,https://shopee.co.th//200gram-กระเทียมดองมาจากเกาหลี-마늘장아찌-i.17191810.1649675731
96,กระเทียมโทนแคปซูล🅰️🅰️แท้ คุณภาพดี✅ โดนลบรีวิวหาย,฿60 - ฿280,general,5.0,12.0,จังหวัดพิษณุโลก,no image,https://shopee.co.th//กระเทียมโทนแคปซูล🅰️🅰️แท้-คุณภาพดี✅-โดนลบรีวิวหาย-i.279606232.3033980287
97,ก้านกระเทียมดองซีอิ๊ว (ถุงแบ่ง250กรัม) 간장마늘쫑,฿105,ร้านแนะนำ,4.7027,64.0,จังหวัดกรุงเทพมหานคร,no image,https://shopee.co.th//ก้านกระเทียมดองซีอิ๊ว-(ถุงแบ่ง250กรัม)-간장마늘쫑-i.927241.3733882181
98,CRUMTO น้ำจิ้มซีฟู้ด / น้ำยำรสแซ่บ / ซอสเทริยากิ / ซอสผัดไทย / น้ำกระเทียมดอง / น้ำมะขามเปียก,฿10,ร้านแนะนำ,4.6842,205.0,จังหวัดกาญจนบุรี,no image,https://shopee.co.th//CRUMTO-น้ำจิ้มซีฟู้ด-น้ำยำรสแซ่บ-ซอสเทริยากิ-ซอสผัดไทย-น้ำกระเทียมดอง-น้ำมะขามเปียก-i.37010509.4974045411
